Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal
MB_876,4940464.75252902,5055465.76935397,4551524.77637595,4525269.86186109,4621970.58309973,6501213.42893097,5536969.20177039,5290056.8019349,5329957.55066896,5114001.32166677,3994976.75875486,6254727.19643243,5503105.42639241,6278122.61596931,4641525.82598762,3662377.29654741,6548462.45193816,2544516.6090728,2162752.71061196,5075254.39440975,4981281.3848001,5018483.47552125,6867054.05851838,4357501.21462218,2922291.6998257,5963327.9847013,7250273.3352788,3723961.47553178,4307518.68701214,12090750.1702311,3111092.33692868,4569300.86061586,2865814.37744212,5962591.12298008,6452573.87467993,5778224.22720386,6851707.07382607,2869118.61158317,3606128.97200461,7064633.57923725,6049824.44045573
MB_877,4081070.60652569,9938306.27355054,12986882.7952657,7899981.5820741,7594158.22144904,6300516.29440384,8944566.24469119,6370248.41753001,5726816.00820939,4836445.28427831,9598692.04235998,7582001.46387978,5974072.53835298,5104860.87511462,8837559.90613758,3742441.7627456,11499952.5718566,4559378.43305044,5332105.92253696,12405746.5666284,12988937.1007287,12189979.0113284,12119876.6363268,9329841.91379045,11987397.3925553,11684091.3936814,16286524.3728191,8231962.85922486,9286168.5515646,7282389.92112573,13530962.1735744,4752293.44140482,12578040.0785123,10636763.3777836,7353258.63252241,10819380.0614414,13010961.4653292,4842493.00404086,5485334.8433858,8628189.33956904,10185959.4130382
MB_878,4792494.53928244,5570941.93045572,5212997.79462315,4792917.56197102,5118629.01209396,3622438.13741059,4403076.28883411,4028173.81361111,5370584.1461236,3428221.93027502,4515533.3291663,2234867.16646052,5816242.82427953,4088828.23267584,4646986.30144606,5107701.91226802,4042397.86926907,4053703.98702431,5244184.79880775,4374062.79112646,4607161.36350397,4892543.11037885,4413807.24665005,3466158.81662362,3513112.35313756,5460664.93923928,3961614.05009305,4788783.39751786,3074167.29051249,4162223.50774287,4690911.76203105,3973630.39535631,6351549.9033754,4501544.4310525,4776691.96938431,6647763.08104893,5125682.7332637,6167187.33683505,4443244.35643964,3942834.81129326,4055117.1038821
MB_879,146221122.456209,222437250.471576,22349439.5091633,167633759.485662,96515004.0886697,335089477.691725,139601422.326723,291211269.381284,223142520.460568,4491819.94640632,8292303.26163992,182480032.900454,182644363.985642,56557283.6395832,164693274.214243,138830042.213857,143748482.196413,91869552.0055978,160401721.707961,233721613.401246,179091847.83418,81580804.2025092,76747944.7365412,115555773.473176,109561664.245738,96243336.3125817,7008520.55537732,209591078.663369,120651060.75283,72064981.6756286,49367758.1984716,100448462.865688,110196301.25175,116897866.610691,79248481.588567,94486079.6250512,95732921.9331643,113510942.00223,16986367.1212835,196787558.935412,102508270.825386
MB_880,24441506.6411413,21477803.524071,21497716.7471182,100987393.195712,35811011.1112037,42632042.0085106,48327648.9777581,37174867.2826672,24856659.6593876,62462639.6222551,61669207.0583978,43582562.6821977,30330137.4341889,26711771.1945251,56668417.975225,327994.805848517,40135683.5886683,12391937.3444498,60631832.3628895,41267127.3108651,38627810.8816562,63295112.3048956,75007464.4636484,127437027.976449,47220503.1810836,24542379.9415631,90976191.4403613,18287204.3893796,12246590.1305254,14663530.6284417,58838894.0630946,31948995.4074916,15815336.6231631,45956444.6968861,87025751.0211384,68416368.6523518,39286573.9476573,55234513.3191008,68648170.0838701,25589222.6019569,63607334.7829716
MB_881,12228818.0298164,24414834.6968479,17639508.4110269,580476.125911497,28861154.8393266,8496751.65946001,18413646.4354257,22672273.3521308,21869575.632867,30357494.5346224,25962819.9592024,13939504.1173077,11596652.41299,22498041.4351352,26104493.5195771,22783128.1334387,15772671.7803033,36538151.9203364,15385546.857036,10661664.8354964,24103160.1513102,34512617.2899942,21147928.8626249,22148590.5539384,34931033.1706444,22918208.612624,31579079.5843052,31043143.1712925,6615085.26943207,30451392.8910792,24239176.6151286,28167246.3334915,11299025.4779741,36615525.8371785,16210161.7883056,13751615.8441636,3567928.48206653,17891261.7789828,32759559.5927075,14349154.025155,15736102.1760628
MB_882,3214845.70054605,3934985.51876913,6996567.83977142,4124176.66275114,4126481.6372908,6743523.48597695,8827326.19868157,5903044.70934819,2733643.3281057,2270472.9721349,8076597.84944699,4432868.17196288,4241599.24521973,3511801.62888874,6564048.1948945,6882327.28576296,9427172.02628383,5677920.66868691,4083208.29240787,1890913.60723083,5945963.64871539,8286266.48312282,4745469.67112372,6735602.23553346,5287083.29150858,5238818.29795732,975113.854081473,7190705.42391595,7655451.40724227,3075554.97126421,8537370.58693874,7019240.14076016,4747087.80827141,8036231.29994798,7989530.68899323,3529128.29063992,3709454.26202412,8354841.26871851,5157202.36260581,7296299.03225207,3372292.60741522
MB_883,14446951.487494,27167274.0102297,21253982.7485182,18152178.7304118,12663950.7811941,19849472.0733976,17576463.878748,16954776.5900602,8691309.63125946,27837816.4870848,15055571.1025553,7561814.23700925,2118375.70764654,41379104.3759123,6339587.11787555,5002196.98131678,17138896.8091899,17106454.2523574,19733630.8170684,17395750.7233626,12085735.1695284,4488271.37176829,12604529.1802935,25080816.9120862,12972823.2454243,9222139.97109545,15002597.252054,31115457.521973,12546348.3672668,11823003.317198,16556439.7027845,24066102.7681047,40564593.8935539,45911312.6962676,9242974.3138872,6460765.15472561,18183122.5078128,14754526.5164209,10233465.508459,17708347.8770596,19399837.514053
MB_884,5910886.1558454,4870184.62043023,6697796.34897063,90327.8598913578,6680311.41671737,8846000.93379966,8338031.22411179,7136239.31459825,12065402.2004236,5495460.22222462,3203501.37353793,6893489.44173294,5647685.09487746,7155182.81844426,13782940.0619413,5919656.42272405,7233526.30926099,6719990.2243299,9935616.74940944,5718976.97028454,6259074.56013118,11277413.8170582,7331378.42613843,12577471.6070841,6575747.70306167,6609911.20122402,9729027.23623466,9511583.85148677,7112141.82641755,13639365.4818859,3737568.89123947,7114480.21204407,6148248.90882646,6742831.37398034,7135283.58905484,6368628.41801738,7280203.29703211,6035279.97990079,8939879.98956533,9997446.67300944,7888144.64962299
MB_885,11398871.5634382,9768393.27595009,13155582.6957467,9777734.81720034,13212753.4658121,11206037.2002062,9048102.83476691,11743657.9576908,8877975.73965031,10826292.7098768,9250013.48746992,7467299.44426783,20270773.9733505,4913913.99251077,16843210.0984082,1604481.66546002,5480206.09694276,11784317.5079441,14015686.7515063,2657160.73792111,6172752.34741146,20195110.7012538,9170958.11869036,3467144.74468999,4957407.85192325,8504494.57941077,14371813.3277941,12062292.703089,6593317.12309432,15305844.2600236,9440138.73035087,8674177.13043567,13138107.1201861,6417054.41776029,8215725.01420461,10005363.7854361,7663289.96805633,9852962.74191562,11791535.3433378,7967849.1713426,15913251.6981492
MB_886,8897153.25298374,4660751.89700419,8575989.14667971,10198877.8450729,8469841.52663947,3454744.32916967,6194036.80719559,3258842.82323243,5279363.97579333,5055162.65874115,8833960.54382176,8318625.28843415,5735394.08721161,7424739.91031006,9110177.91346216,9293661.54746147,7257812.08285585,8927143.10213522,7252086.02369512,10615093.6904158,5459211.56204506,9719434.81473477,8591144.37815649,9278768.30934568,5768892.70544864,1667769.92543068,5427075.68035567,8826203.49848322,8628200.82815208,6782863.72280275,4434464.38221454,6189797.61912996,5038029.4059335,7998838.52112625,8465302.50868422,748433.644839763,8629059.55370885,7175753.85635376,7204504.20421672,7465230.02709954,6140727.48955736
MB_887,35424038.92632,35601852.3744936,46470011.7597951,34147260.4789303,23595037.5173036,13501755.3699105,29994258.5804403,24027679.3056355,17040633.0488244,35602532.4682727,24032688.8638037,8732803.02805473,9835046.9447044,28744445.9912989,18315250.4765942,21873715.6423839,20447578.3559736,31076216.2883184,1997478.1090298,39599679.3446011,34615976.664406,41396262.2568748,13257250.9345069,22776898.9111697,24251153.7139134,40601352.1402352,23358377.7871602,27195142.3303086,32084407.2736542,17297406.1063155,25259820.3406987,18285411.1688778,18336676.6463639,25240153.5050441,24552180.3092477,34816577.0462995,23158583.981639,3881001.20738521,35601417.3563415,24496157.5220701,29607668.2130805
MB_888,9856860.08424737,28274733.3998466,24289988.0413839,35586207.904284,21771719.9542668,6904374.94909072,26652267.0975887,20430629.6245862,13488564.1983201,19233425.3729461,46672198.685501,18413433.5486861,24234583.6159075,8569976.66819536,37615827.5588745,25818766.0750851,31339281.5925596,16829642.6549237,24590122.2639722,49766281.6835065,16358728.0641402,45157483.6574084,34696091.1385812,17323820.0912361,4900808.55104654,9753502.57387946,31428769.5383484,11578566.9887543,36243811.0142813,25171634.7172049,18738369.7392132,11945228.1272991,28406221.4037252,23551175.9085188,46760567.865376,5749623.55953239,36200128.1121809,22022248.3042266,12619434.6854193,17918811.4394674,26739275.2496181
MB_889,4431493.06977249,8604392.84907798,8625895.49313716,6995295.56898203,5805089.45872859,6791149.54359585,6454587.13976253,4468118.46750957,9125572.37092442,6651921.31069108,15002319.0554299,6870113.79889173,8614132.53102518,9945318.88041576,6503397.41539022,8604247.35691329,4029690.05289081,6093609.16421001,11072084.9478775,5705929.55155204,4466021.01432183,9767584.78671839,4934563.78020267,15546497.0859554,7242970.58099774,11185171.1140819,10666468.389849,10293674.3692752,10549769.485492,11624240.5873901,7170729.75866094,11196045.1912969,9523613.38215367,10623371.6560974,9007132.67130185,5902558.81055766,13216230.0838893,12900996.9452209,12285819.1914304,6002042.01351159,7246132.24146506
MB_890,37603267.0051174,8029996.73459491,11193665.1416343,9537101.9969267,16886849.9699029,44720755.1541347,33555411.0719339,89444695.3061289,10964322.8147456,16689260.9269572,27239960.8333269,108004748.162702,159279889.22024,17216424.3251942,107295252.123741,46128456.5177836,4565297.91437299,34964875.4244987,16218349.5221835,137067369.878736,9276796.82372023,23154866.8393644,27361252.5666493,449916086.101139,22498840.6835334,12082351.5316303,128339987.471547,22065842.4330443,19407873.4391072,30375164.856498,6646305.40095411,200606041.246387,39642162.9425854,11009063.9142849,17159712.3892405,43822652.4107817,37100694.2369802,16628624.3570509,19053061.2288431,4825636.88767995,52077977.9497858
MB_891,8551127.13408834,9568812.91532617,7727146.50217746,9315585.79134154,10448203.2792848,11930657.4572353,8991315.78146224,8927666.43435944,10138446.1915308,8020282.45356406,10001748.597939,9748278.01075591,11746635.9421922,9547285.2023522,10119603.6337323,11117540.1054326,5946945.27596734,13284100.8796197,13687927.4243631,10880454.8680422,18364226.0639116,6273670.26026668,770345.527100515,8214127.20631268,8360356.75659514,2571203.55927046,8383726.03412644,16489856.016564,11570245.0800502,6462930.33587566,7175823.74622554,8777623.64902076,8784225.57406185,8134215.42222232,12391532.4486358,3464516.29146983,13235669.4863747,14554.0112130884,9147796.79460598,16003870.8873336,12984618.1635817
MB_892,16013231.3275804,8210480.47739636,16890382.4546803,2278672.69856454,26375140.7640669,21993285.7377368,263666.432216063,18831764.8847251,4936365.70611047,26535722.2489627,18383097.7593425,8780171.15741958,13683777.5216324,18092440.1523844,24816813.6154624,17704680.4572364,17531189.4689727,18200121.7959928,16284343.573977,14787408.4742514,25952398.3939992,20319912.736597,13894106.0778747,14936103.7204748,11938407.5985878,21690502.2489239,13048378.2801904,16283753.0045266,21058414.490813,11168137.1378242,5076284.19112026,11391314.4619867,24629018.6444417,7182928.20812687,10406592.2982018,3720324.37345355,29025734.3629757,17163351.4519566,17822654.0211307,19689240.42015,11144364.0269869
MB_893,8813260.63628,9601963.95947708,6802636.16244854,8232258.75388266,9047464.97566774,9158576.46702726,3958343.60194741,7744343.88104578,10940290.8530157,5664082.47859395,60095735.8278408,3370680.40897139,3256667.72610594,9013541.34107741,8234763.58564824,3290041.3548689,7799650.93173499,5014150.63067482,9115032.86726794,12804144.4633376,10487342.177745,6909168.41049626,11537521.7138197,9153924.1817816,5763088.56363048,5970158.33469419,4010053.38412344,12648550.4644613,4813389.07645859,8962767.90915977,6892365.55396061,4434346.47148027,5557865.98680521,6693914.2297681,6317452.68906483,9666605.63940915,7164196.20388163,6684572.15179284,3234810.76964619,4755979.87992788,6364092.99151324
MB_894,8457922.60939392,5373681.11896046,6514397.06145566,9411417.33145881,9303457.3466361,9465462.67573696,5690228.91964632,8957992.23993675,6214813.51452739,7504412.0272842,4522404.31118163,10343242.9326508,6989795.63390612,9191753.18686159,8607717.02777921,8428487.75193777,7683938.96431082,12002718.1721308,6420419.04431488,4830847.37612398,9734871.09118583,6786154.96244437,6529289.32139892,6773238.48335783,8978455.36225889,6264410.03178446,6174048.68265452,7029070.69305069,8459390.02156704,843482.147750271,8559716.23314385,10278287.1021212,7821203.29250608,5902892.86304411,7290771.06597627,7895063.76795065,5919177.78996803,4080269.58816377,9348993.68935803,7222513.72114093,7058716.52353794
MB_895,5200559.43965809,14816606.205594,10705901.7150113,7169384.72496193,1221210.29200996,19770593.7430511,7403939.61611606,21418140.9747583,6693809.1636482,13048947.7976215,5034729.31315478,14702972.0001513,12964145.3574138,17660269.5344612,10684644.6643619,16969253.5473002,13234550.9518247,5100457.94765425,1387784.67901598,18369706.1474562,10333868.8116661,19499304.3826786,5504014.71091671,6869067.22539747,16506087.5274048,14564646.3295138,2674499.87216214,4007492.90160206,1117349.59044962,19768939.1929682,268766.557600601,10212646.8026806,15544108.624901,8040287.78947667,8894348.24033146,10991677.2583538,270885.478709424,4053611.7801207,5288889.23604103,14373619.5882369,9003792.10897353
MB_896,17305864.2082316,7878271.32814261,13096316.7749353,8281287.57808006,13898445.0677032,4098396.50188359,4308641.84747449,2966946.89484914,18022585.371318,10113548.5063686,21492512.1979128,13797002.4489267,8884754.53458397,19452127.8863415,109850.007674126,2650597.16287736,14425122.0493496,14246154.7620887,1089212.15892521,23658422.352514,11562653.9888706,16623018.0618348,14453653.0516782,13276618.8138524,12621386.5319374,13708937.8842383,8198675.89721416,16174718.1743185,17509566.8157463,16482922.4242676,12094956.7463021,11049806.3255936,7480717.03209883,2965054.12890502,12642097.7571007,13946809.2381661,8270442.58281649,11355804.3397798,11299463.6604916,21101926.4928578,9804245.62881342
MB_897,12597078.8148991,25962451.4073482,12183531.3739397,21504570.0576423,12342776.8334723,4327320.51699437,25532673.7944441,18235810.1831624,31724339.7392855,14519432.4066247,3063041.26985066,20918850.2046801,19601006.3316161,17554058.8524626,10000133.7782384,24620985.9919648,13877253.5623309,15903626.9224479,35695965.6649028,19951372.1517279,17962462.4496001,1995727.68959165,16676210.5842235,5330135.45314028,16196402.0715698,9209337.82079347,15943923.265734,24623725.093882,34038251.1682931,35503320.9735999,21161507.2750482,26892457.1944939,28034828.6385424,23172182.2255411,26357399.2934968,5830508.06579048,17320324.7624558,16446213.1153754,34335855.1114644,10773657.853904,17396482.6261872
MB_898,40238763.8738045,13142712.3096919,34368052.5174022,41513232.0733238,29947333.016782,60228071.0922896,29867032.9635105,26240581.3762956,33893443.6544952,25824771.7667505,480840.767602697,7267143.88003889,2255759.37967145,36551516.2349553,50821311.6195401,45046754.6268302,41663505.1025531,55568853.2490507,42494312.4760691,20342589.682201,10646489.2964418,8369610.28331302,23651976.9286532,34720144.0156094,42269070.0099513,41895739.836146,51680883.5233639,20731506.5873257,25747743.149485,29099002.7927178,11824665.3416658,9212780.16717012,17098700.7057884,36927934.9402491,31103739.6288312,30108870.4897503,28229147.6208961,32489468.0392124,56626349.7477438,17337461.334407,32528879.9848138
MB_899,62252100.0503684,110791352.953622,19849922.5706972,84612430.3243822,134335570.492115,101833794.212714,125674813.562736,93639343.6973897,127008242.58458,203099820.130922,121515592.445732,75077935.8398899,97203040.9149148,108107574.30099,117281363.579973,83894633.0440221,143158158.262762,122312191.397555,129430158.058957,78406108.1337013,41487654.0813986,142911692.190757,76780526.6320459,40964154.0441868,87405401.81695,105974352.38675,46446586.7546512,94772195.6514501,114578282.04173,47876284.3093091,151953533.590315,64061271.7197265,98160345.2754082,75572382.6730051,71614052.6010063,163296977.184961,128744434.338399,88627040.6027133,99754394.713705,124083416.047448,29052242.2927015
